transaction_id,user_id,feature,amount,timestamp,status
183,517,QR Scan,39.87,2024-07-15 14:27:32,Abandoned
184,439,Investments,121.16,2024-09-20 03:19:15,Failed
185,442,Investments,29.36,2024-09-12 23:33:19,Failed
186,949,Bill Payment,9.74,2025-05-02 18:15:52,Failed
187,115,Investments,55.39,2025-02-18 18:41:46,Failed
188,144,Bill Payment,0.65,2025-01-09 01:37:03,Success
189,90,Investments,23.27,2024-09-29 23:29:09,Success
190,517,Bill Payment,82.81,2024-11-10 14:45:58,Abandoned
191,720,Bill Payment,21.81,2025-01-11 07:59:45,Failed
192,296,Top-up,54.91,2024-12-24 12:04:25,Success
193,92,Investments,45.22,2025-01-25 03:45:08,Success
194,312,Investments,258.42,2024-12-12 05:30:21,Failed
195,716,QR Scan,54.37,2024-11-26 20:16:32,Success
196,428,QR Scan,25.23,2025-01-27 03:43:48,Success
197,90,Money Transfer,46.82,2025-01-10 10:44:24,Success
198,873,Bill Payment,11.03,2024-10-05 06:08:49,Success
199,331,Top-up,20.7,2025-04-12 09:28:02,Success
200,242,Money Transfer,88.41,2024-09-10 00:22:14,Failed
201,473,Bill Payment,115.74,2024-11-07 15:38:15,Success
202,912,Top-up,14.12,2024-12-26 13:13:40,Failed
203,1000,Bill Payment,12.77,2025-05-19 17:54:08,Success
204,538,Top-up,3.09,2024-11-06 12:05:17,Success
205,315,Money Transfer,69.76,2024-12-20 08:19:38,Failed
206,166,Investments,8.42,2025-05-01 06:30:54,Success
207,141,Top-up,4.62,2024-11-02 05:19:07,Success
208,236,Top-up,37.55,2024-08-11 00:17:40,Abandoned
209,615,Top-up,210.29,2024-09-09 16:13:49,Failed
210,360,Bill Payment,37.16,2024-07-26 20:52:24,Success
211,870,Top-up,1.14,2024-08-05 00:59:30,Success
212,414,Bill Payment,73.18,2025-05-09 23:50:42,Success
213,23,QR Scan,115.38,2025-05-12 18:52:44,Success
214,613,Investments,129.42,2025-02-12 02:33:28,Success
215,344,Investments,6.06,2025-01-17 18:41:38,Abandoned
216,116,Money Transfer,14.02,2024-09-30 19:36:37,Success
217,596,Money Transfer,83.78,2025-05-29 04:14:19,Success
218,625,QR Scan,6.56,2025-03-30 08:52:29,Failed
219,880,QR Scan,50.15,2024-10-18 10:13:01,Success
220,99,Investments,30.18,2025-06-22 04:59:41,Success
221,492,Bill Payment,110.04,2024-09-19 06:04:30,Success
222,405,Investments,62.35,2025-05-20 16:32:01,Success
223,258,Money Transfer,56.88,2025-07-04 04:20:48,Success
224,668,Investments,121.99,2024-09-03 20:12:40,Success
225,489,Investments,24.6,2024-09-10 12:32:08,Success
226,786,Money Transfer,106.37,2024-09-10 11:57:38,Success
227,295,Top-up,57.88,2025-05-25 08:21:13,Success
228,82,Top-up,2.86,2025-01-05 01:20:52,Failed
229,786,Top-up,88.86,2025-03-14 08:55:11,Success
230,556,Bill Payment,205.46,2025-03-03 15:52:50,Success
231,396,Money Transfer,64.97,2025-06-03 21:10:27,Success
232,769,Investments,61.21,2024-12-21 07:18:57,Success
233,72,Money Transfer,37.46,2025-01-03 19:40:55,Success
234,657,Bill Payment,113.44,2025-04-11 00:21:58,Success
235,133,Bill Payment,22.31,2024-10-31 11:17:36,Failed
236,463,Bill Payment,19.67,2025-01-03 10:20:36,Success
237,223,QR Scan,10.47,2024-12-12 14:32:47,Success
238,711,Investments,111.45,2025-02-14 03:55:47,Success
239,85,Top-up,21.13,2024-11-30 07:49:04,Success
240,727,Bill Payment,13.62,2025-01-01 03:38:41,Success
241,434,Bill Payment,41.02,2025-06-19 08:17:08,Success
242,139,Money Transfer,11.09,2024-12-25 13:16:34,Success
243,754,Top-up,57.97,2025-05-19 10:46:17,Success
244,472,QR Scan,33.47,2024-12-27 14:00:30,Success
245,467,Bill Payment,73.22,2024-11-12 01:59:49,Success
246,455,Top-up,4.26,2025-03-15 18:12:43,Success
247,809,Money Transfer,1.3,2024-08-26 18:03:00,Success
248,255,Bill Payment,2.98,2025-03-30 19:54:41,Success
249,835,QR Scan,25.94,2024-09-26 12:01:34,Success
250,939,QR Scan,36.2,2024-07-19 23:08:52,Success
251,527,Bill Payment,4.87,2025-03-19 01:56:58,Success
252,166,Investments,94.58,2025-02-22 17:02:19,Success
253,250,Investments,13.28,2024-12-24 04:02:31,Success
254,948,QR Scan,80.82,2025-05-08 18:35:13,Abandoned
255,972,QR Scan,11.39,2025-05-24 20:19:49,Success
256,438,QR Scan,13.6,2025-01-28 09:30:03,Success
257,891,Money Transfer,16.17,2024-09-18 14:32:10,Success
258,896,Money Transfer,57.81,2025-05-21 08:53:39,Failed
259,965,Top-up,14.14,2024-10-24 11:05:56,Failed
260,220,Bill Payment,38.64,2024-07-05 07:13:23,Failed
261,157,Top-up,12.94,2025-04-18 05:02:19,Success
262,457,Bill Payment,13.49,2024-08-20 01:54:40,Success
263,321,Money Transfer,244.56,2024-10-24 23:05:29,Success
264,910,Top-up,183.64,2024-10-08 18:19:14,Success
265,439,Bill Payment,69.9,2025-06-23 02:28:21,Success
266,799,Investments,92.13,2024-08-21 07:07:56,Success
267,977,QR Scan,4.1,2024-08-16 14:19:58,Success
268,77,Top-up,13.22,2024-07-20 18:43:48,Success
269,453,Top-up,64.98,2024-10-09 09:37:45,Success
270,106,QR Scan,96.76,2025-05-22 14:50:05,Success
271,886,Investments,81.38,2025-05-01 16:16:27,Success
272,587,Bill Payment,102.99,2025-05-11 11:16:16,Success
273,670,QR Scan,48.91,2025-03-05 12:20:15,Failed
274,716,Top-up,23.16,2024-12-08 05:53:20,Success
275,288,Top-up,4.95,2024-09-22 05:28:17,Success
276,661,Bill Payment,49.5,2025-04-04 22:50:26,Success
277,691,Investments,12.07,2024-11-09 11:38:06,Success
278,241,QR Scan,86.99,2024-12-15 18:56:42,Success
279,435,Bill Payment,5.16,2024-12-21 11:11:32,Success
280,277,Money Transfer,3.15,2024-07-30 08:49:29,Success
281,833,Bill Payment,65.18,2025-04-26 12:53:03,Failed
282,707,Bill Payment,13.25,2025-06-01 12:54:33,Abandoned
283,835,Bill Payment,165.11,2024-07-14 10:54:10,Success
284,847,Bill Payment,38.08,2025-04-27 23:27:45,Abandoned
285,632,Investments,9.74,2024-11-22 07:42:08,Success
286,369,Bill Payment,20.63,2025-02-09 14:02:04,Failed
287,599,Investments,1.01,2025-01-02 20:24:01,Success
288,649,Bill Payment,38.2,2025-03-22 01:28:13,Success
289,253,Money Transfer,71.51,2025-01-25 06:58:48,Abandoned
290,688,Investments,6.34,2024-09-28 01:50:39,Success
291,616,Bill Payment,147.06,2024-11-26 15:17:11,Failed
292,33,Bill Payment,35.89,2024-12-29 08:29:26,Success
293,582,Money Transfer,131.43,2025-02-23 08:23:51,Success
294,243,Money Transfer,68.79,2025-05-19 20:26:06,Success
295,943,Top-up,40.73,2024-08-15 23:48:24,Success
296,512,Money Transfer,34.18,2024-08-13 23:19:29,Success
297,201,Investments,113.69,2025-06-22 03:48:29,Abandoned
298,599,QR Scan,77.18,2025-01-01 16:32:15,Failed
299,702,Top-up,52.19,2024-08-24 13:38:55,Success
300,532,Top-up,22.46,2025-06-13 19:21:16,Success
301,178,Investments,34.31,2025-04-30 22:15:38,Success
302,322,Money Transfer,42.73,2025-03-20 15:11:18,Failed
303,880,Money Transfer,9.49,2025-06-24 12:46:08,Failed
304,808,Investments,95.67,2024-12-29 15:02:38,Success
305,194,QR Scan,36.38,2024-08-17 09:12:32,Failed
306,966,Bill Payment,52.14,2024-09-20 00:49:44,Success
307,27,QR Scan,51.66,2025-06-29 12:20:41,Abandoned
308,399,Top-up,78.18,2024-08-26 07:48:15,Abandoned
309,960,Top-up,51.59,2025-05-22 08:03:14,Failed
310,424,Money Transfer,56.18,2025-06-15 13:23:54,Success
311,928,Money Transfer,41.83,2025-03-30 07:24:28,Abandoned
312,132,QR Scan,29.44,2025-03-29 01:07:55,Success
313,893,Money Transfer,37.9,2025-04-14 00:52:37,Success
314,167,Money Transfer,40.66,2024-08-10 18:08:43,Failed
315,54,Investments,73.38,2024-11-09 08:24:58,Failed
316,806,Investments,62.27,2025-05-01 11:45:47,Failed
317,437,Top-up,6.46,2024-11-22 23:16:07,Failed
318,148,Money Transfer,37.98,2025-01-28 12:48:15,Success
319,989,QR Scan,3.73,2025-06-04 06:23:28,Success
320,470,Money Transfer,15.66,2025-03-10 18:06:43,Success
321,391,Investments,29.93,2024-12-21 10:28:54,Success
322,699,Money Transfer,60.22,2024-12-19 16:46:32,Success
323,895,Top-up,13.37,2024-07-17 08:44:38,Success
324,582,Money Transfer,79.49,2024-10-26 20:11:51,Failed
325,357,QR Scan,0.67,2024-09-29 20:51:44,Success
326,971,Top-up,44.77,2024-07-23 08:04:03,Success
327,200,Investments,13.4,2025-04-16 00:51:26,Success
328,338,Bill Payment,68.21,2024-07-22 21:01:47,Success
329,206,Bill Payment,181.44,2024-12-23 14:59:26,Success
330,993,QR Scan,11.28,2025-06-28 00:59:45,Success
331,613,Top-up,39.66,2024-12-20 14:47:46,Abandoned
332,674,Top-up,61.24,2025-05-05 14:12:04,Success
333,121,QR Scan,39.12,2024-09-01 06:48:27,Success
334,529,Bill Payment,13.37,2025-01-06 15:31:22,Success
335,902,QR Scan,75.74,2025-01-20 05:48:17,Abandoned
336,103,QR Scan,68.56,2025-04-10 05:16:30,Success
337,757,Top-up,33.29,2025-01-23 23:41:47,Success
338,948,QR Scan,57.96,2025-06-18 10:30:16,Success
339,583,Investments,109.91,2025-05-12 23:39:11,Success
340,613,QR Scan,64.06,2025-02-13 21:41:40,Success
341,945,Money Transfer,47.54,2025-06-03 01:53:50,Abandoned
342,562,Top-up,218.66,2025-04-10 19:19:53,Success
343,294,Investments,6.26,2024-07-06 10:55:16,Success
344,583,Money Transfer,70.8,2025-03-08 15:27:49,Success
345,307,Investments,78.85,2024-12-08 15:25:36,Failed
346,614,Bill Payment,83.89,2024-07-18 20:11:33,Success
347,816,Bill Payment,40.31,2025-05-19 09:26:23,Success
348,590,Top-up,3.6,2024-10-09 17:04:38,Failed
349,124,Money Transfer,100.45,2024-08-23 18:35:53,Success
350,995,QR Scan,0.96,2025-05-20 20:39:02,Success
351,187,Money Transfer,56.93,2024-08-10 15:11:56,Success
352,327,QR Scan,2.72,2024-08-12 10:00:58,Success
353,419,Money Transfer,94.65,2024-09-02 21:31:21,Success
354,127,Investments,66.56,2024-07-27 17:25:01,Success
355,528,QR Scan,26.6,2025-04-24 11:54:56,Success
356,639,Investments,134.39,2025-05-30 21:31:52,Success
357,521,Money Transfer,19.07,2025-05-19 13:45:10,Success
358,756,Top-up,2.22,2025-04-08 14:18:38,Success
359,127,Investments,27.9,2025-06-10 21:30:38,Success
360,661,Top-up,13.16,2025-02-21 04:26:29,Success
361,874,QR Scan,44.56,2025-05-11 14:34:33,Abandoned
362,220,Investments,53.06,2024-08-14 04:58:16,Failed
363,420,Money Transfer,5.68,2024-09-08 05:13:39,Success
364,26,Top-up,109.9,2024-09-06 22:27:21,Success
365,355,Money Transfer,122.46,2024-12-16 18:44:17,Success
366,324,Top-up,62.59,2024-07-26 06:59:56,Success
367,293,Money Transfer,36.21,2025-03-18 03:04:52,Success
368,71,Investments,44.6,2025-02-13 23:25:48,Success
369,765,QR Scan,24.1,2024-11-20 11:24:36,Success
370,218,QR Scan,28.27,2025-02-28 12:02:34,Success
371,98,QR Scan,133.46,2024-10-07 00:36:35,Success
372,737,Bill Payment,56.36,2024-12-19 09:58:18,Success
373,43,Top-up,23.0,2025-06-10 03:36:35,Success
374,1,Top-up,10.28,2024-10-05 03:15:51,Success
375,309,Investments,24.09,2024-11-17 16:52:48,Success
376,491,Bill Payment,13.05,2025-01-23 09:10:46,Success
377,724,Money Transfer,187.1,2024-10-23 14:26:50,Success
378,964,Top-up,51.38,2025-06-17 03:46:44,Success
379,907,Investments,17.34,2025-04-23 11:10:54,Success
380,72,Investments,48.3,2024-09-11 08:17:07,Success
381,359,Top-up,27.21,2024-11-07 05:03:44,Success
382,493,QR Scan,6.31,2024-08-25 11:04:59,Success
383,706,Bill Payment,4.62,2024-09-04 20:58:39,Success
384,988,Investments,8.98,2025-07-04 07:08:50,Success
385,30,QR Scan,55.86,2025-01-17 11:36:35,Success
386,646,Bill Payment,25.59,2024-10-31 04:19:00,Success
387,796,Investments,60.08,2025-02-16 06:55:56,Success
388,389,Bill Payment,181.77,2024-08-07 08:54:35,Success
389,482,Bill Payment,3.66,2024-11-18 12:49:01,Success
390,774,QR Scan,15.22,2025-01-31 23:10:05,Success
391,375,Bill Payment,134.41,2025-03-22 07:03:45,Success
392,59,Investments,59.56,2024-11-25 01:47:42,Success
393,138,Investments,23.28,2025-01-27 13:25:49,Success
394,695,QR Scan,116.83,2024-10-16 20:11:28,Failed
395,87,Investments,39.95,2025-06-03 03:15:03,Success
396,627,Investments,50.78,2024-11-03 18:10:25,Success
397,651,Bill Payment,21.57,2025-03-12 01:14:06,Success
398,146,QR Scan,126.19,2024-07-16 04:22:55,Abandoned
399,279,Top-up,2.58,2024-11-21 17:38:39,Abandoned
400,749,Investments,15.0,2025-05-23 21:14:07,Success
401,58,Top-up,65.06,2025-01-03 07:28:56,Success
402,704,Money Transfer,112.32,2024-11-08 16:34:02,Success
403,681,Top-up,14.16,2024-11-26 22:02:15,Failed
404,258,Bill Payment,27.92,2025-03-27 07:59:39,Success
405,501,Investments,82.52,2024-11-29 10:48:02,Success
406,55,Investments,225.42,2025-04-21 17:45:01,Success
407,336,Money Transfer,84.56,2025-03-04 07:24:06,Success
408,249,Top-up,42.45,2025-06-07 09:42:07,Abandoned
409,127,Investments,6.97,2024-09-26 16:23:04,Success
410,992,Bill Payment,31.5,2025-04-12 02:02:12,Success
411,675,Money Transfer,9.44,2025-03-21 09:41:17,Abandoned
412,659,Investments,25.15,2024-07-26 01:27:47,Failed
413,815,Investments,79.85,2024-07-23 08:42:03,Success
414,584,QR Scan,11.2,2024-09-11 17:17:56,Success
415,590,Bill Payment,65.89,2024-09-11 08:17:30,Success
416,392,Investments,6.77,2025-04-12 15:55:59,Success
417,77,Top-up,24.52,2024-10-17 20:39:43,Abandoned
418,722,Top-up,2.56,2025-05-27 18:16:21,Success
419,118,Money Transfer,80.8,2025-07-05 10:37:04,Success
420,83,QR Scan,43.18,2025-02-18 08:56:05,Success
421,636,Money Transfer,33.22,2025-02-21 13:34:10,Success
422,537,Money Transfer,83.49,2024-07-13 23:57:08,Failed
423,22,Investments,70.48,2025-03-06 03:41:08,Success
424,629,Money Transfer,19.28,2025-01-24 13:03:32,Success
425,529,Money Transfer,146.22,2024-09-12 19:19:49,Success
426,636,Money Transfer,29.02,2025-04-26 02:24:18,Failed
427,648,QR Scan,14.79,2025-05-13 13:06:08,Success
428,747,Top-up,19.84,2024-08-28 05:31:14,Success
429,434,QR Scan,19.48,2025-02-12 06:50:24,Success
430,401,Investments,20.59,2025-04-09 02:04:24,Success
431,749,Investments,8.63,2025-05-23 18:32:16,Abandoned
432,551,Investments,12.36,2024-09-29 19:02:34,Success
433,622,Bill Payment,90.63,2024-12-07 06:30:36,Success
434,90,Bill Payment,117.48,2024-09-19 05:06:37,Success
435,858,Top-up,92.54,2025-04-26 13:13:24,Success
436,85,Top-up,47.37,2024-09-04 22:11:13,Failed
437,340,QR Scan,39.6,2025-01-30 04:19:51,Failed
438,168,Bill Payment,0.12,2024-11-30 16:18:58,Success
439,622,Investments,49.38,2025-06-24 18:45:15,Failed
440,70,Top-up,14.63,2024-11-04 15:03:29,Success
441,409,Top-up,1.78,2024-09-08 06:11:23,Success
442,580,QR Scan,28.08,2025-05-03 12:11:31,Success
443,203,Money Transfer,89.28,2024-08-11 17:38:54,Success
444,791,Top-up,28.42,2024-10-23 12:28:31,Success
445,558,Top-up,9.53,2024-07-30 12:32:45,Success
446,540,Investments,28.23,2025-07-01 15:34:01,Success
447,936,Money Transfer,33.91,2025-03-12 03:03:00,Success
448,785,QR Scan,3.32,2024-10-20 16:20:48,Success
449,338,Investments,3.1,2024-12-02 15:01:32,Success
450,659,Investments,32.65,2024-07-05 07:45:09,Success
451,594,Investments,45.85,2025-05-25 20:59:53,Success
452,215,Top-up,111.34,2024-10-24 05:54:09,Success
453,446,QR Scan,12.61,2024-09-13 11:13:48,Success
454,4,QR Scan,23.25,2024-08-30 05:47:06,Success
455,962,Investments,36.39,2025-06-02 05:38:27,Failed
456,890,Money Transfer,135.24,2024-09-23 15:13:28,Success
457,627,Bill Payment,123.24,2025-04-27 06:20:50,Failed
458,956,Top-up,82.11,2025-01-23 14:23:48,Success
459,176,Top-up,15.02,2025-03-19 20:35:22,Success
460,983,Bill Payment,38.65,2025-01-01 09:18:27,Success
461,639,QR Scan,33.55,2025-05-27 15:32:58,Success
462,231,Bill Payment,60.9,2024-08-30 06:12:16,Success
463,304,QR Scan,65.55,2025-05-22 13:44:58,Success
